"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Pull Up (Assisted)",,"",2,"normal",40,4,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Triceps Extension (Machine)",,"",0,"normal",38,15,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Triceps Extension (Machine)",,"",1,"normal",41,15,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Triceps Extension (Machine)",,"",2,"normal",50,10,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Lateral Raise (Machine)",,"",0,"normal",45,14,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Lateral Raise (Machine)",,"",1,"normal",50,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Lateral Raise (Machine)",,"",2,"normal",54,8,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Preacher Curl (Machine)",,"",1,"normal",50,6,,,
"Upper GPT","2 Feb 2026, 16:31","2 Feb 2026, 17:52","Falto press de hombro xq MECAGOE. LA GENTE","Preacher Curl (Machine)",,"",2,"normal",36,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Cycling",,"",0,"normal",,,1.45,300,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Bench Press (Barbell)",,"",1,"normal",60,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Bench Press (Barbell)",,"",3,"normal",80,5,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Seated Cable Row - V Grip (Cable)",,"",0,"normal",32,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Seated Cable Row - V Grip (Cable)",,"",1,"normal",41,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Seated Cable Row - V Grip (Cable)",,"",2,"normal",50,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Shoulder Press (Dumbbell)",,"",0,"normal",17.5,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Shoulder Press (Dumbbell)",,"",1,"normal",17.5,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Shoulder Press (Dumbbell)",,"",2,"normal",17.5,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Chest Fly (Machine)",,"",0,"normal",73,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Chest Fly (Machine)",,"",1,"normal",73,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Pull Up (Assisted)",,"",0,"normal",59,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Triceps Extension (Machine)",,"",0,"normal",32,14,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Triceps Extension (Machine)",,"",1,"normal",41,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Triceps Extension (Machine)",,"",2,"normal",50,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Lateral Raise (Machine)",,"",1,"normal",50,10,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Lateral Raise (Machine)",,"",2,"normal",54,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Preacher Curl (Machine)",,"",1,"normal",50,8,,,
"Upper GPT","26 Jan 2026, 16:11","26 Jan 2026, 17:48","Cuanta fking peña","Preacher Curl (Machine)",,"",2,"normal",36,7,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Hack Squat (Machine)",,"",0,"normal",57,8,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Hack Squat (Machine)",,"",1,"normal",57,8,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Hack Squat (Machine)",,"",2,"normal",67,8,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Hack Squat (Machine)",,"",3,"normal",67,8,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","hip trust",,"",0,"normal",22,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","hip trust",,"",1,"normal",32,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","hip trust",,"",2,"normal",32,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","hip trust",,"",3,"normal",32,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Cycling",,"",0,"normal",,,1.47,300,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Single Leg Press (Machine)",,"",0,"normal",29,12,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Single Leg Press (Machine)",,"",1,"normal",41,12,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Single Leg Press (Machine)",,"",2,"normal",52,12,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Seated Calf Raise",,"",0,"normal",41,12,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Seated Calf Raise",,"",1,"normal",41,15,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Seated Calf Raise",,"",2,"normal",41,16,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Seated Calf Raise",,"",3,"normal",41,16,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Leg Extension (Machine)",,"",0,"normal",43,12,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Leg Extension (Machine)",,"",1,"normal",50,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Leg Extension (Machine)",,"",2,"normal",50,10,,,
"LOWER GPT","23 Jan 2026, 16:25","23 Jan 2026, 17:42","cansancio","Leg Extension (Machine)",,"",3,"normal",63,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Cycling",,"",0,"normal",,,1.38,300,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Bench Press (Barbell)",,"",0,"normal",50,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Bench Press (Barbell)",,"",1,"normal",60,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Bench Press (Barbell)",,"",2,"normal",70,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Seated Cable Row - V Grip (Cable)",,"",0,"normal",32,12,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Seated Cable Row - V Grip (Cable)",,"",1,"normal",41,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Seated Cable Row - V Grip (Cable)",,"",2,"normal",50,8,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Shoulder Press (Dumbbell)",,"",1,"normal",17.5,8,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Shoulder Press (Dumbbell)",,"",2,"normal",17.5,8,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Lateral Raise (Machine)",,"",0,"normal",41,15,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Lateral Raise (Machine)",,"",1,"normal",45,12,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Lateral Raise (Machine)",,"",2,"normal",50,12,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Chest Fly (Machine)",,"",0,"normal",73,11,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Chest Fly (Machine)",,"",1,"normal",73,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Triceps Extension (Machine)",,"",0,"normal",27,12,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Triceps Extension (Machine)",,"",1,"normal",36,12,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Triceps Extension (Machine)",,"",2,"normal",52,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Triceps Extension (Machine)",,"",3,"normal",52,8,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Preacher Curl (Machine)",,"",0,"normal",43,10,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Preacher Curl (Machine)",,"",1,"normal",36,8,,,
"Upper GPT","21 Jan 2026, 16:10","21 Jan 2026, 17:33","Ha faltado dominadas asistidas pero muy buen entreno, todo controlado.","Preacher Curl (Machine)",,"",2,"normal",36,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Cycling",,"",0,"normal",,,1.4,300,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Hack Squat (Machine)",,"",0,"normal",50,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Hack Squat (Machine)",,"",1,"normal",60,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Hack Squat (Machine)",,"",2,"normal",60,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Hack Squat (Machine)",,"",3,"normal",60,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Hack Squat (Machine)",,"",4,"normal",60,6,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Leg Extension (Machine)",,"",0,"normal",43,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Leg Extension (Machine)",,"",1,"normal",50,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Leg Extension (Machine)",,"",2,"normal",70,9,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Leg Extension (Machine)",,"",3,"normal",63,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","hip trust",,"",0,"normal",32,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","hip trust",,"",1,"normal",32,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","hip trust",,"",2,"normal",32,10,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","hip trust",,"",3,"normal",32,8,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Seated Calf Raise",,"",0,"normal",41,18,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Seated Calf Raise",,"",1,"normal",41,18,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Seated Calf Raise",,"",2,"normal",41,16,,,
"LOWER GPT","19 Jan 2026, 16:45","19 Jan 2026, 17:53","Ha faltado Prebda unilateral","Seated Calf Raise",,"",3,"normal",41,16,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Cycling",,"",0,"normal",,,1.23,300,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Bench Press (Barbell)",,"",0,"normal",60,10,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Bench Press (Barbell)",,"",1,"normal",65,9,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Bench Press (Barbell)",,"",2,"normal",70,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Bench Press (Barbell)",,"",3,"normal",80,2,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Seated Cable Row - V Grip (Cable)",,"",0,"normal",23,12,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Seated Cable Row - V Grip (Cable)",,"",1,"normal",41,10,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Seated Cable Row - V Grip (Cable)",,"",2,"normal",64,6,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Pull Up (Assisted)",,"",0,"normal",59,8,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Pull Up (Assisted)",,"",1,"normal",48,8,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Pull Up (Assisted)",,"",2,"normal",40,6,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Chest Fly (Machine)",,"",0,"normal",73,10,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Chest Fly (Machine)",,"",1,"normal",93,6,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Shoulder Press (Dumbbell)",,"",0,"normal",17.5,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Shoulder Press (Dumbbell)",,"",1,"normal",17.5,8,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Shoulder Press (Dumbbell)",,"",2,"normal",15,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Triceps Dip (Assisted)",,"",0,"normal",68,12,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Triceps Dip (Assisted)",,"",1,"normal",54,8,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Triceps Dip (Assisted)",,"",2,"normal",54,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Lateral Raise (Machine)",,"",0,"normal",41,12,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Lateral Raise (Machine)",,"",1,"normal",50,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Lateral Raise (Machine)",,"",2,"normal",50,7,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Preacher Curl (Machine)",,"",0,"normal",43,12,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Preacher Curl (Machine)",,"",1,"normal",50,6,,,
"Upper GPT","12 Jan 2026, 16:03","12 Jan 2026, 17:32","El verdadero upper","Preacher Curl (Machine)",,"",2,"normal",36,7,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hack Squat (Machine)",,"",0,"normal",60,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hack Squat (Machine)",,"",1,"normal",75,8,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hack Squat (Machine)",,"",2,"normal",85,8,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hack Squat (Machine)",,"",3,"normal",100,6,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Abduction (Machine)",,"",0,"normal",36,12,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Abduction (Machine)",,"",1,"normal",43,12,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Abduction (Machine)",,"",2,"normal",50,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Abduction (Machine)",,"",3,"normal",63,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Adduction (Machine)",,"",0,"normal",36,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Adduction (Machine)",,"",1,"normal",36,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Adduction (Machine)",,"",2,"normal",36,9,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Rear Kick (Machine)",,"",0,"normal",18,8,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Thrust (Smith Machine)",,"",0,"normal",37,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Thrust (Smith Machine)",,"",1,"normal",37,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Hip Thrust (Smith Machine)",,"",2,"normal",32,8,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Press Horizontal (Machine)",,"",0,"normal",97,12,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Press Horizontal (Machine)",,"",1,"normal",120,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Press Horizontal (Machine)",,"",2,"normal",131,9,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Extension (Machine)",,"",0,"normal",50,7,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Extension (Machine)",,"",1,"normal",57,10,,,
"Lower","9 Jan 2026, 16:43","9 Jan 2026, 18:06","Primer lower? (día de pierna de toda la vida)","Leg Extension (Machine)",,"",2,"normal",70,8,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lateral Raise (Machine)",,"",0,"normal",18,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lateral Raise (Machine)",,"",1,"normal",32,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lateral Raise (Machine)",,"",2,"normal",42,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lateral Raise (Machine)",,"",3,"normal",60,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Preacher Curl (Machine)",,"",0,"normal",43,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Preacher Curl (Machine)",,"",1,"normal",50,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Preacher Curl (Machine)",,"",2,"normal",57,5,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Preacher Curl (Machine)",,"",3,"normal",29,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Single Arm Cable Row",,"",0,"normal",43,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Single Arm Cable Row",,"",1,"normal",70,6,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Single Arm Cable Row",,"",2,"normal",63,6,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lat Pulldown (Machine)",,"",0,"normal",50,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lat Pulldown (Machine)",,"",1,"normal",45,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Lat Pulldown (Machine)",,"",2,"normal",59,7,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,8,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Incline Curl (Dumbbell)",,"",3,"normal",12.5,6,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Triceps Dip (Assisted)",,"",0,"normal",68,12,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Triceps Dip (Assisted)",,"",1,"normal",34,9,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Triceps Dip (Assisted)",,"",2,"normal",41,9,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Triceps Dip (Assisted)",,"",3,"normal",48,10,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Shoulder Press (Machine)",,"",0,"normal",36,13,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Shoulder Press (Machine)",,"",1,"normal",36,5,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Shoulder Press (Machine)",,"",2,"normal",36,7,,,
"Upper","29 Dec 2025, 16:29","29 Dec 2025, 18:09","Más enfocada a espalda pero pillando ritmo","Seated Shoulder Press (Machine)",,"",3,"normal",36,7,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Cable Row",,"",0,"normal",36,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Cable Row",,"",1,"normal",43,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Cable Row",,"",2,"normal",50,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Single Arm Cable Row",,"",3,"normal",63,6,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Triceps Extension (Machine)",,"",0,"normal",32,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Triceps Extension (Machine)",,"",1,"normal",42,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Triceps Extension (Machine)",,"",2,"normal",52,12,,,
"Upper","23 Dec 2025, 10:59","23 Dec 2025, 12:26","","Triceps Extension (Machine)",,"",3,"normal",52,10,,,
